Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2009,S08000019,,75plus years,,All,d,Stroke,121,,582.7113,,559.2768
2009,S08000019,,75plus years,,All,d,Subarachnoid Haemorrhage,1,,4.815796,,3.318731
2009,S08000019,,75plus years,,Male,,Cerebrovascular Disease,68,,844.1962,,965.2771
2009,S08000019,,75plus years,,Male,,Stroke,33,,409.6834,,421.9844
2009,S08000019,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000019,,75plus years,,Female,,Cerebrovascular Disease,164,,1290.323,,1320.665
2009,S08000019,,75plus years,,Female,,Stroke,88,,692.3682,,696.5693
2009,S08000019,,75plus years,,Female,,Subarachnoid Haemorrhage,1,,7.867821,,6.637462
2009,S08000020,,All,d,All,d,Cerebrovascular Disease,491,,87.80401,,112.418
2009,S08000020,,All,d,All,d,Stroke,263,,47.03147,,57.24349
2009,S08000020,,All,d,All,d,Subarachnoid Haemorrhage,16,,2.86123,,3.085615
2009,S08000020,,All,d,Male,,Cerebrovascular Disease,179,,64.6674,,107.8048
2009,S08000020,,All,d,Male,,Stroke,91,,32.8756,,50.2481
2009,S08000020,,All,d,Male,,Subarachnoid Haemorrhage,5,,1.806352,,2.012099
2009,S08000020,,All,d,Female,,Cerebrovascular Disease,312,,110.482,,117.0312
2009,S08000020,,All,d,Female,,Stroke,172,,60.90673,,64.23888
2009,S08000020,,All,d,Female,,Subarachnoid Haemorrhage,11,,3.895198,,4.15913
2009,S08000020,,0-44 years,,All,d,Cerebrovascular Disease,2,,0.625229,,0.604414
2009,S08000020,,0-44 years,,All,d,Stroke,1,,0.312614,,0.304109
2009,S08000020,,0-44 years,,All,d,Subarachnoid Haemorrhage,1,,0.312614,,0.300305
2009,S08000020,,0-44 years,,Male,,Cerebrovascular Disease,1,,0.615127,,0.608219
2009,S08000020,,0-44 years,,Male,,Stroke,1,,0.615127,,0.608219
2009,S08000020,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000020,,0-44 years,,Female,,Cerebrovascular Disease,1,,0.635667,,0.60061
2009,S08000020,,0-44 years,,Female,,Stroke,0,,0,,0
2009,S08000020,,0-44 years,,Female,,Subarachnoid Haemorrhage,1,,0.635667,,0.60061
2009,S08000020,,45-64 years,,All,d,Cerebrovascular Disease,34,,22.45336,,22.7007
2009,S08000020,,45-64 years,,All,d,Stroke,18,,11.88707,,12.10158
2009,S08000020,,45-64 years,,All,d,Subarachnoid Haemorrhage,6,,3.962358,,3.986428
2009,S08000020,,45-64 years,,Male,,Cerebrovascular Disease,19,,25.03492,,25.34235
2009,S08000020,,45-64 years,,Male,,Stroke,10,,13.17627,,13.48918
2009,S08000020,,45-64 years,,Male,,Subarachnoid Haemorrhage,3,,3.952882,,3.935933
2009,S08000020,,45-64 years,,Female,,Cerebrovascular Disease,15,,19.8594,,20.05905
2009,S08000020,,45-64 years,,Female,,Stroke,8,,10.59168,,10.71398
2009,S08000020,,45-64 years,,Female,,Subarachnoid Haemorrhage,3,,3.971879,,4.036923
2009,S08000020,,65-74 years,,All,d,Cerebrovascular Disease,60,,126.74,,130.2878
2009,S08000020,,65-74 years,,All,d,Stroke,35,,73.93169,,75.22917
2009,S08000020,,65-74 years,,All,d,Subarachnoid Haemorrhage,4,,8.449336,,8.139469
2009,S08000020,,65-74 years,,Male,,Cerebrovascular Disease,33,,146.5559,,150.849
2009,S08000020,,65-74 years,,Male,,Stroke,18,,79.9396,,81.43008
2009,S08000020,,65-74 years,,Male,,Subarachnoid Haemorrhage,1,,4.441089,,4.263814
2009,S08000020,,65-74 years,,Female,,Cerebrovascular Disease,27,,108.7657,,109.7267
2009,S08000020,,65-74 years,,Female,,Stroke,17,,68.48211,,69.02826
2009,S08000020,,65-74 years,,Female,,Subarachnoid Haemorrhage,3,,12.08508,,12.01512
2009,S08000020,,under75 years,d,All,d,Cerebrovascular Disease,96,,18.50963,,22.00252
2009,S08000020,,under75 years,d,All,d,Stroke,54,,10.41167,,12.38484
2009,S08000020,,under75 years,d,All,d,Subarachnoid Haemorrhage,11,,2.120895,,2.278255
2009,S08000020,,under75 years,d,Male,,Cerebrovascular Disease,53,,20.30815,,25.14649
2009,S08000020,,under75 years,d,Male,,Stroke,29,,11.11201,,13.68487
2009,S08000020,,under75 years,d,Male,,Subarachnoid Haemorrhage,4,,1.53269,,1.638157
2009,S08000020,,under75 years,d,Female,,Cerebrovascular Disease,43,,16.68801,,18.85855
2009,S08000020,,under75 years,d,Female,,Stroke,25,,9.702332,,11.0848
2009,S08000020,,under75 years,d,Female,,Subarachnoid Haemorrhage,7,,2.716653,,2.918354
2009,S08000020,,75plus years,,All,d,Cerebrovascular Disease,395,,974.082,,1026.619
2009,S08000020,,75plus years,,All,d,Stroke,209,,515.4004,,510.8143
2009,S08000020,,75plus years,,All,d,Subarachnoid Haemorrhage,5,,12.33015,,11.24891
2009,S08000020,,75plus years,,Male,,Cerebrovascular Disease,126,,796.3595,,943.5721
2009,S08000020,,75plus years,,Male,,Stroke,62,,391.8594,,419.943
2009,S08000020,,75plus years,,Male,,Subarachnoid Haemorrhage,1,,6.320313,,5.793071
2009,S08000020,,75plus years,,Female,,Cerebrovascular Disease,269,,1087.792,,1109.665
2009,S08000020,,75plus years,,Female,,Stroke,147,,594.4438,,601.6856
2009,S08000020,,75plus years,,Female,,Subarachnoid Haemorrhage,4,,16.17534,,16.70476
2009,S08000022,,All,d,All,d,Cerebrovascular Disease,339,,106.5368,,115.434
2009,S08000022,,All,d,All,d,Stroke,187,,58.76807,,61.68063
2009,S08000022,,All,d,All,d,Subarachnoid Haemorrhage,11,,3.456945,,3.174939
2009,S08000022,,All,d,Male,,Cerebrovascular Disease,131,,83.98297,,115.3421
2009,S08000022,,All,d,Male,,Stroke,71,,45.51749,,59.28634
2009,S08000022,,All,d,Male,,Subarachnoid Haemorrhage,1,,0.641091,,0.606271
2009,S08000022,,All,d,Female,,Cerebrovascular Disease,208,,128.2241,,115.5258
2009,S08000022,,All,d,Female,,Stroke,116,,71.50959,,64.07492
2009,S08000022,,All,d,Female,,Subarachnoid Haemorrhage,10,,6.16462,,5.743607
2009,S08000022,,0-44 years,,All,d,Cerebrovascular Disease,1,,0.611677,,0.618344
2009,S08000022,,0-44 years,,All,d,Stroke,1,,0.611677,,0.618344
2009,S08000022,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000022,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2009,S08000022,,0-44 years,,Male,,Stroke,0,,0,,0
2009,S08000022,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000022,,0-44 years,,Female,,Cerebrovascular Disease,1,,1.239142,,1.236688
2009,S08000022,,0-44 years,,Female,,Stroke,1,,1.239142,,1.236688
2009,S08000022,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000022,,45-64 years,,All,d,Cerebrovascular Disease,23,,24.36363,,24.0671
2009,S08000022,,45-64 years,,All,d,Stroke,12,,12.71146,,12.61114
2009,S08000022,,45-64 years,,All,d,Subarachnoid Haemorrhage,6,,6.35573,,6.296937
2009,S08000022,,45-64 years,,Male,,Cerebrovascular Disease,11,,23.6092,,23.17102
2009,S08000022,,45-64 years,,Male,,Stroke,6,,12.87775,,12.67604
2009,S08000022,,45-64 years,,Male,,Subarachnoid Haemorrhage,1,,2.146291,,2.287813
2009,S08000022,,45-64 years,,Female,,Cerebrovascular Disease,12,,25.09883,,24.96317
2009,S08000022,,45-64 years,,Female,,Stroke,6,,12.54941,,12.54624
2009,S08000022,,45-64 years,,Female,,Subarachnoid Haemorrhage,5,,10.45784,,10.30606
2009,S08000022,,65-74 years,,All,d,Cerebrovascular Disease,43,,128.5347,,132.6163
2009,S08000022,,65-74 years,,All,d,Stroke,30,,89.67538,,91.69714
2009,S08000022,,65-74 years,,All,d,Subarachnoid Haemorrhage,3,,8.967538,,8.473599
2009,S08000022,,65-74 years,,Male,,Cerebrovascular Disease,25,,156.9267,,161.1907
2009,S08000022,,65-74 years,,Male,,Stroke,18,,112.9873,,114.1903
2009,S08000022,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000022,,65-74 years,,Female,,Cerebrovascular Disease,18,,102.7221,,104.0419
2009,S08000022,,65-74 years,,Female,,Stroke,12,,68.48142,,69.20402
2009,S08000022,,65-74 years,,Female,,Subarachnoid Haemorrhage,3,,17.12036,,16.9472
2009,S08000022,,under75 years,d,All,d,Cerebrovascular Disease,67,,22.99703,,22.67736
2009,S08000022,,under75 years,d,All,d,Stroke,43,,14.75929,,14.61985
2009,S08000022,,under75 years,d,All,d,Subarachnoid Haemorrhage,9,,3.089153,,2.811446
2009,S08000022,,under75 years,d,Male,,Cerebrovascular Disease,36,,24.77513,,25.34653
2009,S08000022,,under75 years,d,Male,,Stroke,24,,16.51675,,16.86718
2009,S08000022,,under75 years,d,Male,,Subarachnoid Haemorrhage,1,,0.688198,,0.666231
2009,S08000022,,under75 years,d,Female,,Cerebrovascular Disease,31,,21.22779,,20.00819
2009,S08000022,,under75 years,d,Female,,Stroke,19,,13.01058,,12.37251
2009,S08000022,,under75 years,d,Female,,Subarachnoid Haemorrhage,8,,5.478139,,4.956661
2009,S08000022,,75plus years,,All,d,Cerebrovascular Disease,272,,1012.734,,1053.307
2009,S08000022,,75plus years,,All,d,Stroke,144,,536.1531,,537.5175
2009,S08000022,,75plus years,,All,d,Subarachnoid Haemorrhage,2,,7.446571,,6.850253
2009,S08000022,,75plus years,,Male,,Cerebrovascular Disease,95,,889.763,,1025.298
2009,S08000022,,75plus years,,Male,,Stroke,47,,440.1986,,488.1912
2009,S08000022,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000022,,75plus years,,Female,,Cerebrovascular Disease,177,,1093.876,,1081.315
2009,S08000022,,75plus years,,Female,,Stroke,97,,599.4685,,586.8437
2009,S08000022,,75plus years,,Female,,Subarachnoid Haemorrhage,2,,12.36018,,13.70051
2009,S08000024,,All,d,All,d,Cerebrovascular Disease,688,,84.26106,,115.6592
2009,S08000024,,All,d,All,d,Stroke,391,,47.88674,,62.93586
2009,S08000024,,All,d,All,d,Subarachnoid Haemorrhage,31,,3.796647,,3.975065
2009,S08000024,,All,d,Male,,Cerebrovascular Disease,260,,65.62955,,120.594
2009,S08000024,,All,d,Male,,Stroke,145,,36.6011,,62.24422
2009,S08000024,,All,d,Male,,Subarachnoid Haemorrhage,8,,2.019371,,2.200823
2009,S08000024,,All,d,Female,,Cerebrovascular Disease,428,,101.8206,,110.7243
2009,S08000024,,All,d,Female,,Stroke,246,,58.52308,,63.6275
2009,S08000024,,All,d,Female,,Subarachnoid Haemorrhage,23,,5.47167,,5.749307
2009,S08000024,,0-44 years,,All,d,Cerebrovascular Disease,6,,1.226698,,1.250057
2009,S08000024,,0-44 years,,All,d,Stroke,4,,0.817799,,0.835376
2009,S08000024,,0-44 years,,All,d,Subarachnoid Haemorrhage,2,,0.408899,,0.414681
2009,S08000024,,0-44 years,,Male,,Cerebrovascular Disease,3,,1.230108,,1.277884
2009,S08000024,,0-44 years,,Male,,Stroke,2,,0.820072,,0.855932
2009,S08000024,,0-44 years,,Male,,Subarachnoid Haemorrhage,1,,0.410036,,0.421952
2009,S08000024,,0-44 years,,Female,,Cerebrovascular Disease,3,,1.223306,,1.222229
2009,S08000024,,0-44 years,,Female,,Stroke,2,,0.815538,,0.814819
2009,S08000024,,0-44 years,,Female,,Subarachnoid Haemorrhage,1,,0.407769,,0.40741
2009,S08000024,,45-64 years,,All,d,Cerebrovascular Disease,58,,28.14195,,28.91528
2009,S08000024,,45-64 years,,All,d,Stroke,36,,17.46742,,18.05583
2009,S08000024,,45-64 years,,All,d,Subarachnoid Haemorrhage,17,,8.248503,,8.254828
2009,S08000024,,45-64 years,,Male,,Cerebrovascular Disease,33,,32.63869,,33.89002
2009,S08000024,,45-64 years,,Male,,Stroke,22,,21.75913,,22.62984
2009,S08000024,,45-64 years,,Male,,Subarachnoid Haemorrhage,6,,5.934307,,6.050948
2009,S08000024,,45-64 years,,Female,,Cerebrovascular Disease,25,,23.81156,,23.94054
2009,S08000024,,45-64 years,,Female,,Stroke,14,,13.33448,,13.48183
2009,S08000024,,45-64 years,,Female,,Subarachnoid Haemorrhage,11,,10.47709,,10.45871
2009,S08000024,,65-74 years,,All,d,Cerebrovascular Disease,64,,99.33878,,102.0643
2009,S08000024,,65-74 years,,All,d,Stroke,43,,66.74324,,68.016
2009,S08000024,,65-74 years,,All,d,Subarachnoid Haemorrhage,3,,4.656505,,4.645021
2009,S08000024,,65-74 years,,Male,,Cerebrovascular Disease,36,,121.4042,,123.4429
2009,S08000024,,65-74 years,,Male,,Stroke,22,,74.19148,,75.5271
2009,S08000024,,65-74 years,,Male,,Subarachnoid Haemorrhage,1,,3.37234,,3.518736
2009,S08000024,,65-74 years,,Female,,Cerebrovascular Disease,28,,80.52224,,80.68571
2009,S08000024,,65-74 years,,Female,,Stroke,21,,60.39168,,60.5049
2009,S08000024,,65-74 years,,Female,,Subarachnoid Haemorrhage,2,,5.751589,,5.771306
2009,S08000024,,under75 years,d,All,d,Cerebrovascular Disease,128,,16.85004,,20.93883
2009,S08000024,,under75 years,d,All,d,Stroke,83,,10.9262,,13.60174
2009,S08000024,,under75 years,d,All,d,Subarachnoid Haemorrhage,22,,2.896101,,3.185917
2009,S08000024,,under75 years,d,Male,,Cerebrovascular Disease,72,,19.2184,,24.87079
2009,S08000024,,under75 years,d,Male,,Stroke,46,,12.27842,,15.81259
2009,S08000024,,under75 years,d,Male,,Subarachnoid Haemorrhage,8,,2.135378,,2.418487
2009,S08000024,,under75 years,d,Female,,Cerebrovascular Disease,56,,14.54542,,17.00686
2009,S08000024,,under75 years,d,Female,,Stroke,37,,9.610365,,11.39088
2009,S08000024,,under75 years,d,Female,,Subarachnoid Haemorrhage,14,,3.636354,,3.953347
2009,S08000024,,75plus years,,All,d,Cerebrovascular Disease,560,,984.7366,,1073.387
2009,S08000024,,75plus years,,All,d,Stroke,308,,541.6051,,561.7587
2009,S08000024,,75plus years,,All,d,Subarachnoid Haemorrhage,9,,15.82612,,11.95423
2009,S08000024,,75plus years,,Male,,Cerebrovascular Disease,188,,873.5248,,1088.462
2009,S08000024,,75plus years,,Male,,Stroke,99,,459.9944,,531.7196
2009,S08000024,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000024,,75plus years,,Female,,Cerebrovascular Disease,372,,1052.453,,1058.312
2009,S08000024,,75plus years,,Female,,Stroke,209,,591.2975,,591.7977
2009,S08000024,,75plus years,,Female,,Subarachnoid Haemorrhage,9,,25.46257,,23.90846
2009,S08000025,,All,d,All,d,Cerebrovascular Disease,19,,90.73543,,91.29097
2009,S08000025,,All,d,All,d,Stroke,13,,62.08214,,64.20344
2009,S08000025,,All,d,All,d,Subarachnoid Haemorrhage,2,,9.551098,,7.797839
2009,S08000025,,All,d,Male,,Cerebrovascular Disease,7,,67.75724,,83.27692
2009,S08000025,,All,d,Male,,Stroke,5,,48.39803,,61.56313
2009,S08000025,,All,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000025,,All,d,Female,,Cerebrovascular Disease,12,,113.1115,,99.30502
2009,S08000025,,All,d,Female,,Stroke,8,,75.40767,,66.84376
2009,S08000025,,All,d,Female,,Subarachnoid Haemorrhage,2,,18.85192,,15.59568
2009,S08000025,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2009,S08000025,,0-44 years,,All,d,Stroke,0,,0,,0
2009,S08000025,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000025,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2009,S08000025,,0-44 years,,Male,,Stroke,0,,0,,0
2009,S08000025,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000025,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2009,S08000025,,0-44 years,,Female,,Stroke,0,,0,,0
2009,S08000025,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000025,,45-64 years,,All,d,Cerebrovascular Disease,0,,0,,0
2009,S08000025,,45-64 years,,All,d,Stroke,0,,0,,0
2009,S08000025,,45-64 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000025,,45-64 years,,Male,,Cerebrovascular Disease,0,,0,,0
2009,S08000025,,45-64 years,,Male,,Stroke,0,,0,,0
2009,S08000025,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000025,,45-64 years,,Female,,Cerebrovascular Disease,0,,0,,0
2009,S08000025,,45-64 years,,Female,,Stroke,0,,0,,0
2009,S08000025,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000025,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,97.48024
2009,S08000025,,65-74 years,,All,d,Stroke,,c,,c,48.69023
2009,S08000025,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000025,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,97.58002
2009,S08000025,,65-74 years,,Male,,Stroke,0,,0,,0
2009,S08000025,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000025,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,97.38047
2009,S08000025,,65-74 years,,Female,,Stroke,,c,,c,97.38047
2009,S08000025,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000025,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,11.24772
2009,S08000025,,under75 years,d,All,d,Stroke,,c,,c,5.618104
2009,S08000025,,under75 years,d,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000025,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,11.25923
2009,S08000025,,under75 years,d,Male,,Stroke,0,,0,,0
2009,S08000025,,under75 years,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000025,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,11.23621
2009,S08000025,,under75 years,d,Female,,Stroke,,c,,c,11.23621
2009,S08000025,,under75 years,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000025,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,900.6172
2009,S08000025,,75plus years,,All,d,Stroke,,c,,c,656.5663
2009,S08000025,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,86.64265
2009,S08000025,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,811.4558
2009,S08000025,,75plus years,,Male,,Stroke,,c,,c,684.0348
2009,S08000025,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000025,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,989.7786
2009,S08000025,,75plus years,,Female,,Stroke,,c,,c,629.0979
2009,S08000025,,75plus years,,Female,,Subarachnoid Haemorrhage,,c,,c,173.2853
2009,S08000026,,All,d,All,d,Cerebrovascular Disease,17,,74.5614,,86.27708
2009,S08000026,,All,d,All,d,Stroke,13,,57.01754,,65.50143
2009,S08000026,,All,d,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,All,d,Male,,Cerebrovascular Disease,5,,43.43294,,73.7942
2009,S08000026,,All,d,Male,,Stroke,4,,34.74635,,61.94586
2009,S08000026,,All,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,All,d,Female,,Cerebrovascular Disease,12,,106.3076,,98.75996
2009,S08000026,,All,d,Female,,Stroke,9,,79.73069,,69.05699
2009,S08000026,,All,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,7.432892
2009,S08000026,,0-44 years,,All,d,Stroke,,c,,c,7.432892
2009,S08000026,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,0-44 years,,Male,,Cerebrovascular Disease,,c,,c,14.86578
2009,S08000026,,0-44 years,,Male,,Stroke,,c,,c,14.86578
2009,S08000026,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2009,S08000026,,0-44 years,,Female,,Stroke,0,,0,,0
2009,S08000026,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,45-64 years,,All,d,Cerebrovascular Disease,0,,0,,0
2009,S08000026,,45-64 years,,All,d,Stroke,0,,0,,0
2009,S08000026,,45-64 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,45-64 years,,Male,,Cerebrovascular Disease,0,,0,,0
2009,S08000026,,45-64 years,,Male,,Stroke,0,,0,,0
2009,S08000026,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,45-64 years,,Female,,Cerebrovascular Disease,0,,0,,0
2009,S08000026,,45-64 years,,Female,,Stroke,0,,0,,0
2009,S08000026,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,112.8413
2009,S08000026,,65-74 years,,All,d,Stroke,,c,,c,56.42067
2009,S08000026,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,225.6827
2009,S08000026,,65-74 years,,Male,,Stroke,,c,,c,112.8413
2009,S08000026,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,65-74 years,,Female,,Cerebrovascular Disease,0,,0,,0
2009,S08000026,,65-74 years,,Female,,Stroke,0,,0,,0
2009,S08000026,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,17.43088
2009,S08000026,,under75 years,d,All,d,Stroke,,c,,c,10.9208
2009,S08000026,,under75 years,d,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,34.86176
2009,S08000026,,under75 years,d,Male,,Stroke,,c,,c,21.84161
2009,S08000026,,under75 years,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,under75 years,d,Female,,Cerebrovascular Disease,0,,0,,0
2009,S08000026,,under75 years,d,Female,,Stroke,0,,0,,0
2009,S08000026,,under75 years,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,782.3886
2009,S08000026,,75plus years,,All,d,Stroke,,c,,c,617.3721
2009,S08000026,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,467.4444
2009,S08000026,,75plus years,,Male,,Stroke,,c,,c,467.4444
2009,S08000026,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000026,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,1097.333
2009,S08000026,,75plus years,,Female,,Stroke,,c,,c,767.2999
2009,S08000026,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S08000028,,All,d,All,d,Cerebrovascular Disease,33,,120.3501,,111.5859
2009,S08000028,,All,d,All,d,Stroke,15,,54.7046,,56.03491
2009,S08000028,,All,d,All,d,Subarachnoid Haemorrhage,1,,3.646973,,3.468781
2009,S08000028,,All,d,Male,,Cerebrovascular Disease,13,,96.2963,,119.7775
2009,S08000028,,All,d,Male,,Stroke,6,,44.44444,,65.07369
2009,S08000028,,All,d,Male,,Subarachnoid Haemorrhage,1,,7.407407,,6.937562
2009,S08000028,,All,d,Female,,Cerebrovascular Disease,20,,143.6782,,103.3944
2009,S08000028,,All,d,Female,,Stroke,9,,64.65517,,46.99613
2009,S08000028,,All,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
