Year,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2009,S12000013,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,24.59
2009,S12000013,,45-64 years,,All,d,Stroke,0,,0,,0
2009,S12000013,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,13.09
2009,S12000013,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,26.18
2009,S12000013,,45-64 years,,Male,,Stroke,0,,0,,0
2009,S12000013,,45-64 years,,Male,,Subarachnoid Haemorrhage,,c,,c,26.18
2009,S12000013,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,23.01
2009,S12000013,,45-64 years,,Female,,Stroke,0,,0,,0
2009,S12000013,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000013,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,164.43
2009,S12000013,,65-74 years,,All,d,Stroke,,c,,c,97.43
2009,S12000013,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000013,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,263.98
2009,S12000013,,65-74 years,,Male,,Stroke,,c,,c,129.98
2009,S12000013,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000013,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,64.88
2009,S12000013,,65-74 years,,Female,,Stroke,,c,,c,64.88
2009,S12000013,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000013,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,26.13
2009,S12000013,,under75 years,d,All,d,Stroke,,c,,c,11.24
2009,S12000013,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,3.81
2009,S12000013,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,38.08
2009,S12000013,,under75 years,d,Male,,Stroke,,c,,c,15
2009,S12000013,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,7.62
2009,S12000013,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,14.19
2009,S12000013,,under75 years,d,Female,,Stroke,,c,,c,7.49
2009,S12000013,,under75 years,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000013,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,975.59
2009,S12000013,,75plus years,,All,d,Stroke,,c,,c,508.95
2009,S12000013,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000013,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,945.8
2009,S12000013,,75plus years,,Male,,Stroke,,c,,c,571.4
2009,S12000013,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000013,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,1005.39
2009,S12000013,,75plus years,,Female,,Stroke,,c,,c,446.49
2009,S12000013,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000014,,All,d,All,d,Cerebrovascular Disease,156,,101.16,,130.89
2009,S12000014,,All,d,All,d,Stroke,85,,55.12,,65.35
2009,S12000014,,All,d,All,d,Subarachnoid Haemorrhage,4,,2.59,,2.49
2009,S12000014,,All,d,Male,,Cerebrovascular Disease,49,,65.28,,112.74
2009,S12000014,,All,d,Male,,Stroke,25,,33.31,,47.89
2009,S12000014,,All,d,Male,,Subarachnoid Haemorrhage,1,,1.33,,1.23
2009,S12000014,,All,d,Female,,Cerebrovascular Disease,107,,135.19,,149.04
2009,S12000014,,All,d,Female,,Stroke,60,,75.81,,82.8
2009,S12000014,,All,d,Female,,Subarachnoid Haemorrhage,3,,3.79,,3.75
2009,S12000014,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,2.14
2009,S12000014,,0-44 years,,All,d,Stroke,,c,,c,1
2009,S12000014,,0-44 years,,All,d,Subarachnoid Haemorrhage,,c,,c,1.14
2009,S12000014,,0-44 years,,Male,,Cerebrovascular Disease,,c,,c,2.28
2009,S12000014,,0-44 years,,Male,,Stroke,0,,0,,0
2009,S12000014,,0-44 years,,Male,,Subarachnoid Haemorrhage,,c,,c,2.28
2009,S12000014,,0-44 years,,Female,,Cerebrovascular Disease,,c,,c,2
2009,S12000014,,0-44 years,,Female,,Stroke,,c,,c,2
2009,S12000014,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000014,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,16.7
2009,S12000014,,45-64 years,,All,d,Stroke,,c,,c,9.74
2009,S12000014,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,2.19
2009,S12000014,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,14.82
2009,S12000014,,45-64 years,,Male,,Stroke,,c,,c,10
2009,S12000014,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000014,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,18.59
2009,S12000014,,45-64 years,,Female,,Stroke,,c,,c,9.47
2009,S12000014,,45-64 years,,Female,,Subarachnoid Haemorrhage,,c,,c,4.38
2009,S12000014,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,150.05
2009,S12000014,,65-74 years,,All,d,Stroke,,c,,c,108.4
2009,S12000014,,65-74 years,,All,d,Subarachnoid Haemorrhage,,c,,c,6.77
2009,S12000014,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,124.89
2009,S12000014,,65-74 years,,Male,,Stroke,,c,,c,109
2009,S12000014,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000014,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,175.22
2009,S12000014,,65-74 years,,Female,,Stroke,,c,,c,107.79
2009,S12000014,,65-74 years,,Female,,Subarachnoid Haemorrhage,,c,,c,13.54
2009,S12000014,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,23.45
2009,S12000014,,under75 years,d,All,d,Stroke,,c,,c,15.94
2009,S12000014,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,2.1
2009,S12000014,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,20.08
2009,S12000014,,under75 years,d,Male,,Stroke,,c,,c,15.49
2009,S12000014,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,1.35
2009,S12000014,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,26.82
2009,S12000014,,under75 years,d,Female,,Stroke,,c,,c,16.38
2009,S12000014,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,2.84
2009,S12000014,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,1217.27
2009,S12000014,,75plus years,,All,d,Stroke,,c,,c,564.95
2009,S12000014,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,6.46
2009,S12000014,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,1049.68
2009,S12000014,,75plus years,,Male,,Stroke,,c,,c,375.47
2009,S12000014,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000014,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,1384.86
2009,S12000014,,75plus years,,Female,,Stroke,,c,,c,754.43
2009,S12000014,,75plus years,,Female,,Subarachnoid Haemorrhage,,c,,c,12.93
2009,S12000017,,All,d,All,d,Cerebrovascular Disease,228,,99.67,,112.9
2009,S12000017,,All,d,All,d,Stroke,126,,55.08,,61.8
2009,S12000017,,All,d,All,d,Subarachnoid Haemorrhage,10,,4.37,,4.08
2009,S12000017,,All,d,Male,,Cerebrovascular Disease,98,,87.69,,119.53
2009,S12000017,,All,d,Male,,Stroke,53,,47.42,,64.5
2009,S12000017,,All,d,Male,,Subarachnoid Haemorrhage,1,,0.89,,0.84
2009,S12000017,,All,d,Female,,Cerebrovascular Disease,130,,111.12,,106.26
2009,S12000017,,All,d,Female,,Stroke,73,,62.4,,59.1
2009,S12000017,,All,d,Female,,Subarachnoid Haemorrhage,9,,7.69,,7.32
2009,S12000017,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,0.84
2009,S12000017,,0-44 years,,All,d,Stroke,,c,,c,0.84
2009,S12000017,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000017,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2009,S12000017,,0-44 years,,Male,,Stroke,0,,0,,0
2009,S12000017,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000017,,0-44 years,,Female,,Cerebrovascular Disease,,c,,c,1.69
2009,S12000017,,0-44 years,,Female,,Stroke,,c,,c,1.69
2009,S12000017,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000017,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,30.95
2009,S12000017,,45-64 years,,All,d,Stroke,,c,,c,16.22
2009,S12000017,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,8.86
2009,S12000017,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,26.68
2009,S12000017,,45-64 years,,Male,,Stroke,,c,,c,14.75
2009,S12000017,,45-64 years,,Male,,Subarachnoid Haemorrhage,,c,,c,3.15
2009,S12000017,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,35.22
2009,S12000017,,45-64 years,,Female,,Stroke,,c,,c,17.7
2009,S12000017,,45-64 years,,Female,,Subarachnoid Haemorrhage,,c,,c,14.57
2009,S12000017,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,161.33
2009,S12000017,,65-74 years,,All,d,Stroke,,c,,c,106.03
2009,S12000017,,65-74 years,,All,d,Subarachnoid Haemorrhage,,c,,c,7.9
2009,S12000017,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,187.8
2009,S12000017,,65-74 years,,Male,,Stroke,,c,,c,119.25
2009,S12000017,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000017,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,134.86
2009,S12000017,,65-74 years,,Female,,Stroke,,c,,c,92.82
2009,S12000017,,65-74 years,,Female,,Subarachnoid Haemorrhage,,c,,c,15.8
2009,S12000017,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,28.13
2009,S12000017,,under75 years,d,All,d,Stroke,,c,,c,17.46
2009,S12000017,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,3.49
2009,S12000017,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,29.44
2009,S12000017,,under75 years,d,Male,,Stroke,,c,,c,18.05
2009,S12000017,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,0.92
2009,S12000017,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,26.82
2009,S12000017,,under75 years,d,Female,,Stroke,,c,,c,16.86
2009,S12000017,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,6.07
2009,S12000017,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,970
2009,S12000017,,75plus years,,All,d,Stroke,,c,,c,510.12
2009,S12000017,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,10
2009,S12000017,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,1030.49
2009,S12000017,,75plus years,,Male,,Stroke,,c,,c,534.13
2009,S12000017,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000017,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,909.52
2009,S12000017,,75plus years,,Female,,Stroke,,c,,c,486.1
2009,S12000017,,75plus years,,Female,,Subarachnoid Haemorrhage,,c,,c,20
2009,S12000018,,All,d,All,d,Cerebrovascular Disease,97,,118.77,,137.55
2009,S12000018,,All,d,All,d,Stroke,56,,68.57,,79.26
2009,S12000018,,All,d,All,d,Subarachnoid Haemorrhage,2,,2.45,,2.76
2009,S12000018,,All,d,Male,,Cerebrovascular Disease,48,,122.83,,170.08
2009,S12000018,,All,d,Male,,Stroke,24,,61.42,,89.73
2009,S12000018,,All,d,Male,,Subarachnoid Haemorrhage,1,,2.56,,3.52
2009,S12000018,,All,d,Female,,Cerebrovascular Disease,49,,115.04,,105.01
2009,S12000018,,All,d,Female,,Stroke,32,,75.13,,68.78
2009,S12000018,,All,d,Female,,Subarachnoid Haemorrhage,1,,2.35,,2
2009,S12000018,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,2.16
2009,S12000018,,0-44 years,,All,d,Stroke,,c,,c,2.16
2009,S12000018,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000018,,0-44 years,,Male,,Cerebrovascular Disease,,c,,c,4.32
2009,S12000018,,0-44 years,,Male,,Stroke,,c,,c,4.32
2009,S12000018,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000018,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2009,S12000018,,0-44 years,,Female,,Stroke,0,,0,,0
2009,S12000018,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000018,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,31
2009,S12000018,,45-64 years,,All,d,Stroke,,c,,c,18.13
2009,S12000018,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,3.77
2009,S12000018,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,45.44
2009,S12000018,,45-64 years,,Male,,Stroke,,c,,c,27.25
2009,S12000018,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000018,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,16.55
2009,S12000018,,45-64 years,,Female,,Stroke,,c,,c,9.01
2009,S12000018,,45-64 years,,Female,,Subarachnoid Haemorrhage,,c,,c,7.55
2009,S12000018,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,236.07
2009,S12000018,,65-74 years,,All,d,Stroke,,c,,c,118.89
2009,S12000018,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000018,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,308.37
2009,S12000018,,65-74 years,,Male,,Stroke,,c,,c,167.69
2009,S12000018,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000018,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,163.77
2009,S12000018,,65-74 years,,Female,,Stroke,,c,,c,70.1
2009,S12000018,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000018,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,37.55
2009,S12000018,,under75 years,d,All,d,Stroke,,c,,c,20.28
2009,S12000018,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,1.1
2009,S12000018,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,51.37
2009,S12000018,,under75 years,d,Male,,Stroke,,c,,c,29.85
2009,S12000018,,under75 years,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000018,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,23.72
2009,S12000018,,under75 years,d,Female,,Stroke,,c,,c,10.71
2009,S12000018,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,2.2
2009,S12000018,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,1148.65
2009,S12000018,,75plus years,,All,d,Stroke,,c,,c,675.6
2009,S12000018,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,19.56
2009,S12000018,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,1370.32
2009,S12000018,,75plus years,,Male,,Stroke,,c,,c,695.26
2009,S12000018,,75plus years,,Male,,Subarachnoid Haemorrhage,,c,,c,39.12
2009,S12000018,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,926.98
2009,S12000018,,75plus years,,Female,,Stroke,,c,,c,655.95
2009,S12000018,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000019,,All,d,All,d,Cerebrovascular Disease,66,,80.59,,112.85
2009,S12000019,,All,d,All,d,Stroke,36,,43.96,,53.39
2009,S12000019,,All,d,All,d,Subarachnoid Haemorrhage,4,,4.88,,4.26
2009,S12000019,,All,d,Male,,Cerebrovascular Disease,23,,58.53,,118.69
2009,S12000019,,All,d,Male,,Stroke,11,,27.99,,45.14
2009,S12000019,,All,d,Male,,Subarachnoid Haemorrhage,1,,2.54,,2.26
2009,S12000019,,All,d,Female,,Cerebrovascular Disease,43,,100.92,,107.02
2009,S12000019,,All,d,Female,,Stroke,25,,58.68,,61.64
2009,S12000019,,All,d,Female,,Subarachnoid Haemorrhage,3,,7.04,,6.26
2009,S12000019,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,1.9
2009,S12000019,,0-44 years,,All,d,Stroke,,c,,c,1.9
2009,S12000019,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000019,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2009,S12000019,,0-44 years,,Male,,Stroke,0,,0,,0
2009,S12000019,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000019,,0-44 years,,Female,,Cerebrovascular Disease,,c,,c,3.81
2009,S12000019,,0-44 years,,Female,,Stroke,,c,,c,3.81
2009,S12000019,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000019,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,37.32
2009,S12000019,,45-64 years,,All,d,Stroke,,c,,c,16.66
2009,S12000019,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,16.08
2009,S12000019,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,35.3
2009,S12000019,,45-64 years,,Male,,Stroke,,c,,c,17.58
2009,S12000019,,45-64 years,,Male,,Subarachnoid Haemorrhage,,c,,c,8.54
2009,S12000019,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,39.34
2009,S12000019,,45-64 years,,Female,,Stroke,,c,,c,15.73
2009,S12000019,,45-64 years,,Female,,Subarachnoid Haemorrhage,,c,,c,23.61
2009,S12000019,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,55.03
2009,S12000019,,65-74 years,,All,d,Stroke,,c,,c,40.19
2009,S12000019,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000019,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,59.38
2009,S12000019,,65-74 years,,Male,,Stroke,,c,,c,29.69
2009,S12000019,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000019,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,50.69
2009,S12000019,,65-74 years,,Female,,Stroke,,c,,c,50.69
2009,S12000019,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000019,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,18.35
2009,S12000019,,under75 years,d,All,d,Stroke,,c,,c,10.62
2009,S12000019,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,4.68
2009,S12000019,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,17.13
2009,S12000019,,under75 years,d,Male,,Stroke,,c,,c,8.55
2009,S12000019,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,2.49
2009,S12000019,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,19.56
2009,S12000019,,under75 years,d,Female,,Stroke,,c,,c,12.69
2009,S12000019,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,6.88
2009,S12000019,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,1068.42
2009,S12000019,,75plus years,,All,d,Stroke,,c,,c,485.89
2009,S12000019,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000019,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,1145.58
2009,S12000019,,75plus years,,Male,,Stroke,,c,,c,415.19
2009,S12000019,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000019,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,991.27
2009,S12000019,,75plus years,,Female,,Stroke,,c,,c,556.6
2009,S12000019,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000020,,All,d,All,d,Cerebrovascular Disease,86,,92.31,,102.08
2009,S12000020,,All,d,All,d,Stroke,51,,54.74,,58.06
2009,S12000020,,All,d,All,d,Subarachnoid Haemorrhage,2,,2.15,,2.13
2009,S12000020,,All,d,Male,,Cerebrovascular Disease,36,,77.95,,101.31
2009,S12000020,,All,d,Male,,Stroke,18,,38.98,,48.6
2009,S12000020,,All,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000020,,All,d,Female,,Cerebrovascular Disease,50,,106.43,,102.85
2009,S12000020,,All,d,Female,,Stroke,33,,70.25,,67.52
2009,S12000020,,All,d,Female,,Subarachnoid Haemorrhage,2,,4.26,,4.25
2009,S12000020,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,1.75
2009,S12000020,,0-44 years,,All,d,Stroke,,c,,c,1.75
2009,S12000020,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000020,,0-44 years,,Male,,Cerebrovascular Disease,,c,,c,3.5
2009,S12000020,,0-44 years,,Male,,Stroke,,c,,c,3.5
2009,S12000020,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000020,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2009,S12000020,,0-44 years,,Female,,Stroke,0,,0,,0
2009,S12000020,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000020,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,31.41
2009,S12000020,,45-64 years,,All,d,Stroke,,c,,c,23.83
2009,S12000020,,45-64 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000020,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,15.85
2009,S12000020,,45-64 years,,Male,,Stroke,,c,,c,15.85
2009,S12000020,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000020,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,46.98
2009,S12000020,,45-64 years,,Female,,Stroke,,c,,c,31.81
2009,S12000020,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000020,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,161.29
2009,S12000020,,65-74 years,,All,d,Stroke,,c,,c,45.81
2009,S12000020,,65-74 years,,All,d,Subarachnoid Haemorrhage,,c,,c,10.15
2009,S12000020,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,239.16
2009,S12000020,,65-74 years,,Male,,Stroke,,c,,c,70.21
2009,S12000020,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000020,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,83.41
2009,S12000020,,65-74 years,,Female,,Stroke,,c,,c,21.41
2009,S12000020,,65-74 years,,Female,,Subarachnoid Haemorrhage,,c,,c,20.29
2009,S12000020,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,28.8
2009,S12000020,,under75 years,d,All,d,Stroke,,c,,c,13.26
2009,S12000020,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,1.17
2009,S12000020,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,34.29
2009,S12000020,,under75 years,d,Male,,Stroke,,c,,c,14.79
2009,S12000020,,under75 years,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000020,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,23.3
2009,S12000020,,under75 years,d,Female,,Stroke,,c,,c,11.73
2009,S12000020,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,2.34
2009,S12000020,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,843.03
2009,S12000020,,75plus years,,All,d,Stroke,,c,,c,510.99
2009,S12000020,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,11.78
2009,S12000020,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,778.96
2009,S12000020,,75plus years,,Male,,Stroke,,c,,c,390.38
2009,S12000020,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000020,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,907.09
2009,S12000020,,75plus years,,Female,,Stroke,,c,,c,631.61
2009,S12000020,,75plus years,,Female,,Subarachnoid Haemorrhage,,c,,c,23.57
2009,S12000021,,All,d,All,d,Cerebrovascular Disease,156,,113.18,,132.15
2009,S12000021,,All,d,All,d,Stroke,78,,56.59,,64.38
2009,S12000021,,All,d,All,d,Subarachnoid Haemorrhage,6,,4.35,,4.21
2009,S12000021,,All,d,Male,,Cerebrovascular Disease,54,,82.42,,121.62
2009,S12000021,,All,d,Male,,Stroke,29,,44.26,,61.47
2009,S12000021,,All,d,Male,,Subarachnoid Haemorrhage,1,,1.53,,1.7
2009,S12000021,,All,d,Female,,Cerebrovascular Disease,102,,141.05,,142.69
2009,S12000021,,All,d,Female,,Stroke,49,,67.76,,67.3
2009,S12000021,,All,d,Female,,Subarachnoid Haemorrhage,5,,6.91,,6.72
2009,S12000021,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,1.31
2009,S12000021,,0-44 years,,All,d,Stroke,,c,,c,1.31
2009,S12000021,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000021,,0-44 years,,Male,,Cerebrovascular Disease,,c,,c,2.62
2009,S12000021,,0-44 years,,Male,,Stroke,,c,,c,2.62
2009,S12000021,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000021,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2009,S12000021,,0-44 years,,Female,,Stroke,0,,0,,0
2009,S12000021,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2009,S12000021,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,32.78
2009,S12000021,,45-64 years,,All,d,Stroke,,c,,c,13.14
2009,S12000021,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,7.42
2009,S12000021,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,36.24
2009,S12000021,,45-64 years,,Male,,Stroke,,c,,c,21.11
