approx_year,council_area_named,age_group,sex,diagnosis,number_of_discharges,crude_rate_discharge,easr_discharge,number_of_deaths,crude_rate_mortality,easr_mortality,hospitalstays,crude_rate_stays
2009,Dundee City,65-74 years,Female,TIAs and related syndromes,0,0,153.5995953,NA,NA,NA,NA,NA
2009,Dundee City,65-74 years,Male,Cerebrovascular Disease,NA,NA,929.096152075,NA,NA,120.3,NA,NA
2009,Dundee City,65-74 years,Male,Stroke,NA,NA,610.4002235,NA,NA,86.06,NA,NA
2009,Dundee City,65-74 years,Male,Subarachnoid Haemorrhage,0,0,8.558419775,NA,NA,17.12,NA,NA
2009,Dundee City,65-74 years,Male,TIAs and related syndromes,0,0,155.128589655,NA,NA,NA,NA,NA
2009,Dundee City,75plus years,Female,Cerebrovascular Disease,NA,NA,1554.542917925,NA,NA,1028.78,NA,NA
2009,Dundee City,75plus years,Female,Stroke,NA,NA,1081.133411425,NA,NA,614.1,NA,NA
2009,Dundee City,75plus years,Female,Subarachnoid Haemorrhage,0,0,26.6004644,0,0,0,NA,NA
2009,Dundee City,75plus years,Female,TIAs and related syndromes,0,0,200.2745309475,NA,NA,NA,NA,NA
2009,Dundee City,75plus years,Male,Cerebrovascular Disease,NA,NA,1622.594582875,NA,NA,1135.07,NA,NA
2009,Dundee City,75plus years,Male,Stroke,NA,NA,1195.2400200749998,NA,NA,817.14,NA,NA
2009,Dundee City,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2009,Dundee City,75plus years,Male,TIAs and related syndromes,0,0,213.53426295,NA,NA,NA,NA,NA
2009,East Ayrshire,0-44 years,Female,Cerebrovascular Disease,0,0,16.32959882,0,0,0,NA,NA
2009,East Ayrshire,0-44 years,Female,Stroke,0,0,8.85671471475,0,0,0,NA,NA
2009,East Ayrshire,0-44 years,Female,Subarachnoid Haemorrhage,0,0,7.4728841055,0,0,0,NA,NA
2009,East Ayrshire,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2009,East Ayrshire,0-44 years,Male,Cerebrovascular Disease,NA,NA,27.42975467025,NA,NA,3.18,NA,NA
2009,East Ayrshire,0-44 years,Male,Stroke,0,0,16.491907055,NA,NA,3.18,NA,NA
2009,East Ayrshire,0-44 years,Male,Subarachnoid Haemorrhage,0,0,3.176418271,0,0,0,NA,NA
2009,East Ayrshire,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2009,East Ayrshire,45-64 years,Female,Cerebrovascular Disease,NA,NA,140.236968115,NA,NA,5.43,NA,NA
2009,East Ayrshire,45-64 years,Female,Stroke,NA,NA,99.1740315475,NA,NA,5.43,NA,NA
2009,East Ayrshire,45-64 years,Female,Subarachnoid Haemorrhage,0,0,17.300366685,0,0,0,NA,NA
2009,East Ayrshire,45-64 years,Female,TIAs and related syndromes,0,0,14.61249458,NA,NA,NA,NA,NA
2009,East Ayrshire,45-64 years,Male,Cerebrovascular Disease,NA,NA,187.247727595,NA,NA,36.26,NA,NA
2009,East Ayrshire,45-64 years,Male,Stroke,0,0,146.1561532,NA,NA,30.4,NA,NA
2009,East Ayrshire,45-64 years,Male,Subarachnoid Haemorrhage,0,0,5.82013864075,NA,NA,5.86,NA,NA
2009,East Ayrshire,45-64 years,Male,TIAs and related syndromes,NA,NA,12.064614681750001,NA,NA,NA,NA,NA
2009,East Ayrshire,65-74 years,Female,Cerebrovascular Disease,NA,NA,433.43077329,NA,NA,197.84,NA,NA
2009,East Ayrshire,65-74 years,Female,Stroke,0,0,272.024939475,NA,NA,130.43,NA,NA
2009,East Ayrshire,65-74 years,Female,Subarachnoid Haemorrhage,0,0,63.033637045000006,0,0,0,NA,NA
2009,East Ayrshire,65-74 years,Female,TIAs and related syndromes,0,0,66.30941524,NA,NA,NA,NA,NA
2009,East Ayrshire,65-74 years,Male,Cerebrovascular Disease,NA,NA,804.733589045,NA,NA,92.16,NA,NA
2009,East Ayrshire,65-74 years,Male,Stroke,NA,NA,521.129819035,NA,NA,36.54,NA,NA
2009,East Ayrshire,65-74 years,Male,Subarachnoid Haemorrhage,0,0,36.54246909,NA,NA,36.54,NA,NA
2009,East Ayrshire,65-74 years,Male,TIAs and related syndromes,0,0,81.8209209025,NA,NA,NA,NA,NA
2009,East Ayrshire,75plus years,Female,Cerebrovascular Disease,NA,NA,1113.9513984300002,NA,NA,1016.27,NA,NA
2009,East Ayrshire,75plus years,Female,Stroke,0,0,931.636203475,NA,NA,483.56,NA,NA
2009,East Ayrshire,75plus years,Female,Subarachnoid Haemorrhage,0,0,9.20174833,NA,NA,54.23,NA,NA
2009,East Ayrshire,75plus years,Female,TIAs and related syndromes,0,0,87.892275935,NA,NA,NA,NA,NA
2009,East Ayrshire,75plus years,Male,Cerebrovascular Disease,NA,NA,1155.0690755875,NA,NA,1074.4,NA,NA
2009,East Ayrshire,75plus years,Male,Stroke,0,0,737.09828095,NA,NA,594.24,NA,NA
2009,East Ayrshire,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2009,East Ayrshire,75plus years,Male,TIAs and related syndromes,0,0,143.33801204,NA,NA,NA,NA,NA
2009,East Dunbartonshire,0-44 years,Female,Cerebrovascular Disease,0,0,12.42730056975,0,0,0,NA,NA
2009,East Dunbartonshire,0-44 years,Female,Stroke,0,0,4.92732200025,0,0,0,NA,NA
2009,East Dunbartonshire,0-44 years,Female,Subarachnoid Haemorrhage,0,0,2.9999914285,0,0,0,NA,NA
2009,East Dunbartonshire,0-44 years,Female,TIAs and related syndromes,0,0,4.499987143,NA,NA,NA,NA,NA
2009,East Dunbartonshire,0-44 years,Male,Cerebrovascular Disease,0,0,16.642244695,0,0,0,NA,NA
2009,East Dunbartonshire,0-44 years,Male,Stroke,0,0,13.21379641,0,0,0,NA,NA
2009,East Dunbartonshire,0-44 years,Male,Subarachnoid Haemorrhage,0,0,3.4284482845,0,0,0,NA,NA
2009,East Dunbartonshire,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2009,East Dunbartonshire,45-64 years,Female,Cerebrovascular Disease,NA,NA,112.09916325475,NA,NA,24.07,NA,NA
2009,East Dunbartonshire,45-64 years,Female,Stroke,0,0,59.700662702500004,NA,NA,17.92,NA,NA
2009,East Dunbartonshire,45-64 years,Female,Subarachnoid Haemorrhage,0,0,15.591959724999999,NA,NA,6.15,NA,NA
2009,East Dunbartonshire,45-64 years,Female,TIAs and related syndromes,0,0,24.28777109925,NA,NA,NA,NA,NA
2009,East Dunbartonshire,45-64 years,Male,Cerebrovascular Disease,NA,NA,158.7090778825,NA,NA,26.87,NA,NA
2009,East Dunbartonshire,45-64 years,Male,Stroke,0,0,67.3450404025,NA,NA,6.57,NA,NA
2009,East Dunbartonshire,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,NA,NA,13.7,NA,NA
2009,East Dunbartonshire,45-64 years,Male,TIAs and related syndromes,0,0,50.250139095,NA,NA,NA,NA,NA
2009,East Dunbartonshire,65-74 years,Female,Cerebrovascular Disease,NA,NA,562.59921201,NA,NA,33.78,NA,NA
2009,East Dunbartonshire,65-74 years,Female,Stroke,0,0,298.60769965,0,0,0,NA,NA
2009,East Dunbartonshire,65-74 years,Female,Subarachnoid Haemorrhage,0,0,68.73327485,0,0,0,NA,NA
2009,East Dunbartonshire,65-74 years,Female,TIAs and related syndromes,0,0,127.3567954825,NA,NA,NA,NA,NA
2009,East Dunbartonshire,65-74 years,Male,Cerebrovascular Disease,NA,NA,943.5572131,NA,NA,122.03,NA,NA
2009,East Dunbartonshire,65-74 years,Male,Stroke,NA,NA,730.4396591025001,NA,NA,81.21,NA,NA
2009,East Dunbartonshire,65-74 years,Male,Subarachnoid Haemorrhage,0,0,50.48279915,0,0,0,NA,NA
2009,East Dunbartonshire,65-74 years,Male,TIAs and related syndromes,NA,NA,91.74087636499999,NA,NA,NA,NA,NA
2009,East Dunbartonshire,75plus years,Female,Cerebrovascular Disease,NA,NA,1712.7942348325,NA,NA,1084.17,NA,NA
2009,East Dunbartonshire,75plus years,Female,Stroke,NA,NA,1111.0678716675,NA,NA,479.27,NA,NA
2009,East Dunbartonshire,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2009,East Dunbartonshire,75plus years,Female,TIAs and related syndromes,NA,NA,437.0961852425,NA,NA,NA,NA,NA
2009,East Dunbartonshire,75plus years,Male,Cerebrovascular Disease,NA,NA,2059.6850928875,NA,NA,773.79,NA,NA
2009,East Dunbartonshire,75plus years,Male,Stroke,NA,NA,1293.73506582,NA,NA,424.37,NA,NA
2009,East Dunbartonshire,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2009,East Dunbartonshire,75plus years,Male,TIAs and related syndromes,0,0,510.71675145,NA,NA,NA,NA,NA
2009,East Lothian,0-44 years,Female,Cerebrovascular Disease,NA,NA,34.5362253285,0,0,0,NA,NA
2009,East Lothian,0-44 years,Female,Stroke,0,0,14.91233976,0,0,0,NA,NA
2009,East Lothian,0-44 years,Female,Subarachnoid Haemorrhage,NA,NA,9.206649830749999,0,0,0,NA,NA
2009,East Lothian,0-44 years,Female,TIAs and related syndromes,0,0,2.2788786515,NA,NA,NA,NA,NA
2009,East Lothian,0-44 years,Male,Cerebrovascular Disease,NA,NA,18.351685019250002,0,0,0,NA,NA
2009,East Lothian,0-44 years,Male,Stroke,NA,NA,16.68335001575,0,0,0,NA,NA
2009,East Lothian,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2009,East Lothian,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2009,East Lothian,45-64 years,Female,Cerebrovascular Disease,NA,NA,139.4883104825,NA,NA,22.23,NA,NA
2009,East Lothian,45-64 years,Female,Stroke,0,0,78.31184841000001,NA,NA,15.08,NA,NA
2009,East Lothian,45-64 years,Female,Subarachnoid Haemorrhage,0,0,35.560303735,NA,NA,7.15,NA,NA
2009,East Lothian,45-64 years,Female,TIAs and related syndromes,0,0,7.7867625045,NA,NA,NA,NA,NA
2009,East Lothian,45-64 years,Male,Cerebrovascular Disease,NA,NA,245.91017071250002,NA,NA,22.67,NA,NA
2009,East Lothian,45-64 years,Male,Stroke,NA,NA,155.80967633,NA,NA,6.77,NA,NA
2009,East Lothian,45-64 years,Male,Subarachnoid Haemorrhage,0,0,7.949486845,NA,NA,15.9,NA,NA
2009,East Lothian,45-64 years,Male,TIAs and related syndromes,0,0,35.05783443,NA,NA,NA,NA,NA
2009,East Lothian,65-74 years,Female,Cerebrovascular Disease,NA,NA,430.00716349,NA,NA,62.06,NA,NA
2009,East Lothian,65-74 years,Female,Stroke,NA,NA,272.41638581,NA,NA,41.37,NA,NA
2009,East Lothian,65-74 years,Female,Subarachnoid Haemorrhage,0,0,78.5321624875,NA,NA,20.69,NA,NA
2009,East Lothian,65-74 years,Female,TIAs and related syndromes,0,0,20.159493295,NA,NA,NA,NA,NA
2009,East Lothian,65-74 years,Male,Cerebrovascular Disease,NA,NA,810.4920233875,NA,NA,196.77,NA,NA
2009,East Lothian,65-74 years,Male,Stroke,NA,NA,642.84737192,NA,NA,99.78,NA,NA
2009,East Lothian,65-74 years,Male,Subarachnoid Haemorrhage,NA,NA,48.4956293725,0,0,0,NA,NA
2009,East Lothian,65-74 years,Male,TIAs and related syndromes,0,0,23.551130885,NA,NA,NA,NA,NA
2009,East Lothian,75plus years,Female,Cerebrovascular Disease,NA,NA,1514.8236363175,NA,NA,1246.84,NA,NA
2009,East Lothian,75plus years,Female,Stroke,NA,NA,1220.7124958850002,NA,NA,623.76,NA,NA
2009,East Lothian,75plus years,Female,Subarachnoid Haemorrhage,0,0,18.960940462499998,NA,NA,18.96,NA,NA
2009,East Lothian,75plus years,Female,TIAs and related syndromes,0,0,147.5193348875,NA,NA,NA,NA,NA
2009,East Lothian,75plus years,Male,Cerebrovascular Disease,NA,NA,2542.066507525,NA,NA,1154.11,NA,NA
2009,East Lothian,75plus years,Male,Stroke,NA,NA,2036.51123265,NA,NA,639.43,NA,NA
2009,East Lothian,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2009,East Lothian,75plus years,Male,TIAs and related syndromes,0,0,135.476517545,NA,NA,NA,NA,NA
2009,East Renfrewshire,0-44 years,Female,Cerebrovascular Disease,NA,NA,26.95712347025,0,0,0,NA,NA
2009,East Renfrewshire,0-44 years,Female,Stroke,NA,NA,13.1613271125,0,0,0,NA,NA
2009,East Renfrewshire,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2009,East Renfrewshire,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2009,East Renfrewshire,0-44 years,Male,Cerebrovascular Disease,NA,NA,19.689281384250002,NA,NA,3.74,NA,NA
2009,East Renfrewshire,0-44 years,Male,Stroke,NA,NA,7.79258368575,NA,NA,3.74,NA,NA
2009,East Renfrewshire,0-44 years,Male,Subarachnoid Haemorrhage,0,0,9.948551775,0,0,0,NA,NA
2009,East Renfrewshire,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2009,East Renfrewshire,45-64 years,Female,Cerebrovascular Disease,NA,NA,81.740260795,NA,NA,15.41,NA,NA
2009,East Renfrewshire,45-64 years,Female,Stroke,0,0,70.7327631025,NA,NA,7.71,NA,NA
2009,East Renfrewshire,45-64 years,Female,Subarachnoid Haemorrhage,0,0,3.301061527,0,0,0,NA,NA
2009,East Renfrewshire,45-64 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2009,East Renfrewshire,45-64 years,Male,Cerebrovascular Disease,0,0,150.9028742,NA,NA,16.58,NA,NA
2009,East Renfrewshire,45-64 years,Male,Stroke,0,0,103.022738895,NA,NA,7.66,NA,NA
2009,East Renfrewshire,45-64 years,Male,Subarachnoid Haemorrhage,0,0,12.74859765575,0,0,0,NA,NA
2009,East Renfrewshire,45-64 years,Male,TIAs and related syndromes,0,0,11.729529515,NA,NA,NA,NA,NA
2009,East Renfrewshire,65-74 years,Female,Cerebrovascular Disease,NA,NA,362.1295623175,NA,NA,21.96,NA,NA
2009,East Renfrewshire,65-74 years,Female,Stroke,NA,NA,153.69458229,0,0,0,NA,NA
2009,East Renfrewshire,65-74 years,Female,Subarachnoid Haemorrhage,0,0,32.94675804,0,0,0,NA,NA
2009,East Renfrewshire,65-74 years,Female,TIAs and related syndromes,0,0,10.98225268,NA,NA,NA,NA,NA
2009,East Renfrewshire,65-74 years,Male,Cerebrovascular Disease,NA,NA,544.4756614,NA,NA,186.01,NA,NA
2009,East Renfrewshire,65-74 years,Male,Stroke,NA,NA,398.1934216125,NA,NA,52.97,NA,NA
2009,East Renfrewshire,65-74 years,Male,Subarachnoid Haemorrhage,0,0,13.396663015,NA,NA,26.79,NA,NA
2009,East Renfrewshire,65-74 years,Male,TIAs and related syndromes,0,0,52.9689072525,NA,NA,NA,NA,NA
2009,East Renfrewshire,75plus years,Female,Cerebrovascular Disease,NA,NA,1346.6596314725,NA,NA,975.51,NA,NA
2009,East Renfrewshire,75plus years,Female,Stroke,NA,NA,969.9015465475001,NA,NA,530.95,NA,NA
2009,East Renfrewshire,75plus years,Female,Subarachnoid Haemorrhage,0,0,49.2711487725,NA,NA,35.68,NA,NA
2009,East Renfrewshire,75plus years,Female,TIAs and related syndromes,0,0,105.2206729175,NA,NA,NA,NA,NA
2009,East Renfrewshire,75plus years,Male,Cerebrovascular Disease,NA,NA,1237.3169889275,NA,NA,1177.91,NA,NA
2009,East Renfrewshire,75plus years,Male,Stroke,0,0,750.522203575,NA,NA,405.94,NA,NA
2009,East Renfrewshire,75plus years,Male,Subarachnoid Haemorrhage,0,0,16.633399865,NA,NA,31.25,NA,NA
2009,East Renfrewshire,75plus years,Male,TIAs and related syndromes,0,0,146.50212691000002,NA,NA,NA,NA,NA
2009,Falkirk,0-44 years,Female,Cerebrovascular Disease,NA,NA,36.64504899,NA,NA,2,NA,NA
2009,Falkirk,0-44 years,Female,Stroke,0,0,6.413450266,NA,NA,2,NA,NA
2009,Falkirk,0-44 years,Female,Subarachnoid Haemorrhage,NA,NA,14.598475916,0,0,0,NA,NA
2009,Falkirk,0-44 years,Female,TIAs and related syndromes,0,0,3.2067251335,NA,NA,NA,NA,NA
2009,Falkirk,0-44 years,Male,Cerebrovascular Disease,NA,NA,27.4291550855,NA,NA,2.28,NA,NA
2009,Falkirk,0-44 years,Male,Stroke,NA,NA,7.6594878555,0,0,0,NA,NA
2009,Falkirk,0-44 years,Male,Subarachnoid Haemorrhage,0,0,1.044634378,NA,NA,2.28,NA,NA
2009,Falkirk,0-44 years,Male,TIAs and related syndromes,0,0,3.1091212735,NA,NA,NA,NA,NA
2009,Falkirk,45-64 years,Female,Cerebrovascular Disease,NA,NA,223.1532607625,NA,NA,18.59,NA,NA
2009,Falkirk,45-64 years,Female,Stroke,0,0,113.1084359,NA,NA,9.47,NA,NA
2009,Falkirk,45-64 years,Female,Subarachnoid Haemorrhage,0,0,28.11092072,NA,NA,4.38,NA,NA
2009,Falkirk,45-64 years,Female,TIAs and related syndromes,0,0,33.511695245,NA,NA,NA,NA,NA
2009,Falkirk,45-64 years,Male,Cerebrovascular Disease,NA,NA,272.48496468499997,NA,NA,14.82,NA,NA
2009,Falkirk,45-64 years,Male,Stroke,0,0,162.8468352,NA,NA,10,NA,NA
2009,Falkirk,45-64 years,Male,Subarachnoid Haemorrhage,0,0,7.6345551,0,0,0,NA,NA
2009,Falkirk,45-64 years,Male,TIAs and related syndromes,0,0,64.24288529,NA,NA,NA,NA,NA
2009,Falkirk,65-74 years,Female,Cerebrovascular Disease,NA,NA,674.3956984875,NA,NA,175.22,NA,NA
2009,Falkirk,65-74 years,Female,Stroke,0,0,336.9655746,NA,NA,107.79,NA,NA
2009,Falkirk,65-74 years,Female,Subarachnoid Haemorrhage,0,0,74.468229145,NA,NA,13.54,NA,NA
2009,Falkirk,65-74 years,Female,TIAs and related syndromes,NA,NA,101.2821284975,NA,NA,NA,NA,NA
2009,Falkirk,65-74 years,Male,Cerebrovascular Disease,NA,NA,883.55310058,NA,NA,124.89,NA,NA
2009,Falkirk,65-74 years,Male,Stroke,0,0,550.417007075,NA,NA,109,NA,NA
2009,Falkirk,65-74 years,Male,Subarachnoid Haemorrhage,0,0,15.1565255725,0,0,0,NA,NA
2009,Falkirk,65-74 years,Male,TIAs and related syndromes,0,0,140.044127,NA,NA,NA,NA,NA
2009,Falkirk,75plus years,Female,Cerebrovascular Disease,0,0,1528.1803835,NA,NA,1384.86,NA,NA
2009,Falkirk,75plus years,Female,Stroke,0,0,930.504188125,NA,NA,754.43,NA,NA
2009,Falkirk,75plus years,Female,Subarachnoid Haemorrhage,0,0,36.98999044,NA,NA,12.93,NA,NA
2009,Falkirk,75plus years,Female,TIAs and related syndromes,0,0,328.184051575,NA,NA,NA,NA,NA
2009,Falkirk,75plus years,Male,Cerebrovascular Disease,NA,NA,2036.6394409775,NA,NA,1049.68,NA,NA
2009,Falkirk,75plus years,Male,Stroke,NA,NA,1184.2155904775,NA,NA,375.47,NA,NA
2009,Falkirk,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2009,Falkirk,75plus years,Male,TIAs and related syndromes,0,0,390.9222092,NA,NA,NA,NA,NA
2009,Fife,0-44 years,Female,Cerebrovascular Disease,NA,NA,27.589366887,NA,NA,1.94,NA,NA
2009,Fife,0-44 years,Female,Stroke,0,0,5.04615261875,0,0,0,NA,NA
2009,Fife,0-44 years,Female,Subarachnoid Haemorrhage,NA,NA,17.222488226,NA,NA,1.94,NA,NA
2009,Fife,0-44 years,Female,TIAs and related syndromes,0,0,1.487767235,NA,NA,NA,NA,NA
2009,Fife,0-44 years,Male,Cerebrovascular Disease,0,0,19.8989799,0,0,0,NA,NA
2009,Fife,0-44 years,Male,Stroke,0,0,12.6153056705,0,0,0,NA,NA
2009,Fife,0-44 years,Male,Subarachnoid Haemorrhage,0,0,1.5718597505,0,0,0,NA,NA
2009,Fife,0-44 years,Male,TIAs and related syndromes,0,0,1.42795362,NA,NA,NA,NA,NA
2009,Fife,45-64 years,Female,Cerebrovascular Disease,NA,NA,203.023394355,NA,NA,15.9,NA,NA
2009,Fife,45-64 years,Female,Stroke,NA,NA,118.1075896965,NA,NA,12.19,NA,NA
2009,Fife,45-64 years,Female,Subarachnoid Haemorrhage,NA,NA,39.96611601625,NA,NA,3.71,NA,NA
2009,Fife,45-64 years,Female,TIAs and related syndromes,0,0,27.1492235885,NA,NA,NA,NA,NA
2009,Fife,45-64 years,Male,Cerebrovascular Disease,NA,NA,245.2340765175,NA,NA,10.6,NA,NA
2009,Fife,45-64 years,Male,Stroke,NA,NA,153.8603562555,NA,NA,4.07,NA,NA
2009,Fife,45-64 years,Male,Subarachnoid Haemorrhage,0,0,24.74439943,NA,NA,2.16,NA,NA
2009,Fife,45-64 years,Male,TIAs and related syndromes,0,0,34.375253880500004,NA,NA,NA,NA,NA
2009,Fife,65-74 years,Female,Cerebrovascular Disease,NA,NA,635.6976290800001,NA,NA,127.96,NA,NA
2009,Fife,65-74 years,Female,Stroke,0,0,480.49864605,NA,NA,105.61,NA,NA
2009,Fife,65-74 years,Female,Subarachnoid Haemorrhage,NA,NA,44.96568803025,NA,NA,11.05,NA,NA
2009,Fife,65-74 years,Female,TIAs and related syndromes,0,0,61.154300095,NA,NA,NA,NA,NA
2009,Fife,65-74 years,Male,Cerebrovascular Disease,NA,NA,616.4959030675,NA,NA,101.92,NA,NA
2009,Fife,65-74 years,Male,Stroke,0,0,459.64229905,NA,NA,63.54,NA,NA
2009,Fife,65-74 years,Male,Subarachnoid Haemorrhage,0,0,32.760431895,0,0,0,NA,NA
2009,Fife,65-74 years,Male,TIAs and related syndromes,NA,NA,56.255621590749996,NA,NA,NA,NA,NA
2009,Fife,75plus years,Female,Cerebrovascular Disease,NA,NA,1559.209081425,NA,NA,989.53,NA,NA
2009,Fife,75plus years,Female,Stroke,NA,NA,1210.05047573725,NA,NA,547.84,NA,NA
2009,Fife,75plus years,Female,Subarachnoid Haemorrhage,0,0,11.6799026325,NA,NA,9.63,NA,NA
2009,Fife,75plus years,Female,TIAs and related syndromes,NA,NA,211.635738658,NA,NA,NA,NA,NA
2009,Fife,75plus years,Male,Cerebrovascular Disease,NA,NA,2273.71647613,NA,NA,1053.75,NA,NA
2009,Fife,75plus years,Male,Stroke,NA,NA,1629.01546698525,NA,NA,459.51,NA,NA
2009,Fife,75plus years,Male,Subarachnoid Haemorrhage,0,0,4.252243058,NA,NA,8.5,NA,NA
2009,Fife,75plus years,Male,TIAs and related syndromes,NA,NA,297.9071840325,NA,NA,NA,NA,NA
2009,Glasgow City,0-44 years,Female,Cerebrovascular Disease,NA,NA,21.2437445335,NA,NA,2.02,NA,NA
2009,Glasgow City,0-44 years,Female,Stroke,0,0,10.0230027695,NA,NA,0.98,NA,NA
2009,Glasgow City,0-44 years,Female,Subarachnoid Haemorrhage,0,0,4.840970455,NA,NA,0.62,NA,NA
2009,Glasgow City,0-44 years,Female,TIAs and related syndromes,0,0,1.9089822475,NA,NA,NA,NA,NA
2009,Glasgow City,0-44 years,Male,Cerebrovascular Disease,NA,NA,31.55854985675,NA,NA,5.35,NA,NA
2009,Glasgow City,0-44 years,Male,Stroke,NA,NA,18.00120131475,NA,NA,3.11,NA,NA
2009,Glasgow City,0-44 years,Male,Subarachnoid Haemorrhage,NA,NA,6.16050380075,NA,NA,1.62,NA,NA
2009,Glasgow City,0-44 years,Male,TIAs and related syndromes,0,0,2.80198228,NA,NA,NA,NA,NA
2009,Glasgow City,45-64 years,Female,Cerebrovascular Disease,NA,NA,230.6557518325,NA,NA,37.09,NA,NA
2009,Glasgow City,45-64 years,Female,Stroke,NA,NA,118.41205194225,NA,NA,13.61,NA,NA
2009,Glasgow City,45-64 years,Female,Subarachnoid Haemorrhage,NA,NA,25.08740274025,NA,NA,11.03,NA,NA
2009,Glasgow City,45-64 years,Female,TIAs and related syndromes,NA,NA,43.07614010375,NA,NA,NA,NA,NA
2009,Glasgow City,45-64 years,Male,Cerebrovascular Disease,NA,NA,324.0785171,NA,NA,36.47,NA,NA
2009,Glasgow City,45-64 years,Male,Stroke,NA,NA,209.80139218725,NA,NA,21.92,NA,NA
2009,Glasgow City,45-64 years,Male,Subarachnoid Haemorrhage,NA,NA,15.81015086975,NA,NA,4.46,NA,NA
2009,Glasgow City,45-64 years,Male,TIAs and related syndromes,NA,NA,55.428174601,NA,NA,NA,NA,NA
2009,Glasgow City,65-74 years,Female,Cerebrovascular Disease,NA,NA,637.6607719625,NA,NA,193.35,NA,NA
2009,Glasgow City,65-74 years,Female,Stroke,NA,NA,449.05096216,NA,NA,89.89,NA,NA
2009,Glasgow City,65-74 years,Female,Subarachnoid Haemorrhage,NA,NA,45.7121443415,NA,NA,24.42,NA,NA
2009,Glasgow City,65-74 years,Female,TIAs and related syndromes,NA,NA,74.036670755,NA,NA,NA,NA,NA
2009,Glasgow City,65-74 years,Male,Cerebrovascular Disease,NA,NA,947.0408129875,NA,NA,308.49,NA,NA
2009,Glasgow City,65-74 years,Male,Stroke,NA,NA,703.698970565,NA,NA,168.04,NA,NA
2009,Glasgow City,65-74 years,Male,Subarachnoid Haemorrhage,0,0,2.524626585,0,0,0,NA,NA
2009,Glasgow City,65-74 years,Male,TIAs and related syndromes,NA,NA,146.2300431415,NA,NA,NA,NA,NA
2009,Glasgow City,75plus years,Female,Cerebrovascular Disease,NA,NA,1659.268516785,NA,NA,1053.06,NA,NA
2009,Glasgow City,75plus years,Female,Stroke,NA,NA,1175.080588085,NA,NA,557.95,NA,NA
2009,Glasgow City,75plus years,Female,Subarachnoid Haemorrhage,0,0,21.25710494,NA,NA,7.43,NA,NA
2009,Glasgow City,75plus years,Female,TIAs and related syndromes,NA,NA,234.8837243125,NA,NA,NA,NA,NA
2009,Glasgow City,75plus years,Male,Cerebrovascular Disease,NA,NA,1731.09234262,NA,NA,1045.25,NA,NA
2009,Glasgow City,75plus years,Male,Stroke,NA,NA,1225.7291093575,NA,NA,516.84,NA,NA
2009,Glasgow City,75plus years,Male,Subarachnoid Haemorrhage,0,0,13.941406517499999,NA,NA,6.6,NA,NA
2009,Glasgow City,75plus years,Male,TIAs and related syndromes,NA,NA,212.127616055,NA,NA,NA,NA,NA
2009,Highland,0-44 years,Female,Cerebrovascular Disease,NA,NA,22.66198238575,NA,NA,1.69,NA,NA
2009,Highland,0-44 years,Female,Stroke,0,0,6.9001240855,NA,NA,1.69,NA,NA
2009,Highland,0-44 years,Female,Subarachnoid Haemorrhage,0,0,8.40498480425,0,0,0,NA,NA
2009,Highland,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2009,Highland,0-44 years,Male,Cerebrovascular Disease,NA,NA,10.0624005295,0,0,0,NA,NA
2009,Highland,0-44 years,Male,Stroke,0,0,2.28865871525,0,0,0,NA,NA
2009,Highland,0-44 years,Male,Subarachnoid Haemorrhage,NA,NA,4.94921190775,0,0,0,NA,NA
2009,Highland,0-44 years,Male,TIAs and related syndromes,0,0,2.8245299085,NA,NA,NA,NA,NA
2009,Highland,45-64 years,Female,Cerebrovascular Disease,NA,NA,215.2397491975,NA,NA,35.22,NA,NA
2009,Highland,45-64 years,Female,Stroke,NA,NA,94.52623291325,NA,NA,17.7,NA,NA
2009,Highland,45-64 years,Female,Subarachnoid Haemorrhage,NA,NA,93.27983409025,NA,NA,14.57,NA,NA
